Timestamp,Total_Sales,Total_Redemption,Average_CPI,Average_OLI
2015-05-01,1,4,0.40001038493492114,1.730822486845749e-05
2015-05-04,12,75,1.2721954521677592,0.000247780903380023
2015-05-05,537,549,2.81074604825782,0.0015652655533213732
2015-05-06,989,1358,4.372840113672637,0.0026848283728156436
2015-05-07,1343,2170,7.5784115350501375,0.003984353364718914
2015-05-08,2108,3390,8.710037904239,0.006170807777692025
2015-05-09,5604,6145,3.9523727871182124,0.012444879960803528
2015-05-10,3013,3554,1.465933577932647,0.007907125887274264
2015-05-11,395,908,3.9983016044303086,0.001541668315069035
2015-05-12,512,3631,11.493289840471911,0.005052765359813269
2015-05-13,643,1181,3.69276413494585,0.002035447244530601
2015-05-14,1774,2563,8.49465732950765,0.004853112756558966
2015-05-15,635,1162,3.569100837584407,0.0019374045255983062
2015-05-16,6958,7640,4.758127689497779,0.015722358764885074
2015-05-17,7089,8249,20.67443300007768,0.0173388689387164
2015-05-18,7250,9244,18.361174737982303,0.017773383411797287
2015-05-19,1862,4570,22.546323246775646,0.007113122091101563
2015-05-20,2776,1518,1.9782933304906636,0.004649593613869438
2015-05-21,1760,2226,2.7590188162032794,0.004454739843193157
2015-05-22,1881,2257,2.013572541884642,0.004338239993183222
2015-05-23,6401,7058,7.943597506152423,0.014490229507061756
2015-05-24,8208,9279,1.8214319362769669,0.01945779473115302
2015-05-25,1221,1540,0.8606778851072076,0.0030644070258908345
2015-05-26,2345,2997,2.933603410764667,0.005895963051964875
2015-05-27,1898,2390,2.029805910611784,0.004878611649589218
2015-05-28,2774,3244,3.6910118761701836,0.006760989871567297
2015-05-29,4221,4663,3.4165358204177942,0.009393306776303177
2015-05-30,3054,3111,2.4683395063120104,0.0070444475214621995
2015-05-31,406,609,2.3101050100189204,0.0012821400421788125
2015-06-01,1116,1809,2.0752851499706,0.003305870949875381
2015-06-02,3025,3234,1.6786096229458949,0.006701528316255885
2015-06-03,2719,3977,2.2663679296584465,0.0069547594471438285
2015-06-04,3432,3683,1.2740241969485844,0.007174768273412937
2015-06-05,3306,3389,7.553687564807286,0.006648365100197063
2015-06-06,6200,9082,8.857384449304524,0.01596133027869389
2015-06-07,8046,8547,9.721341591911965,0.018165394100038243
2015-06-08,775,1194,1.2813910200054657,0.002094569942811427
2015-06-09,1525,2001,1.5571839759475843,0.0036294823057492678
2015-06-10,1858,3192,3.5307979132333127,0.005393675574633066
2015-06-11,3134,7881,16.142636396831925,0.010522439151973907
2015-06-12,3282,4225,8.820610300379382,0.006954164078229433
2015-06-13,2017,12871,55.23171991455131,0.01465561577718875
2015-06-14,9475,2992,1.7699049906657631,0.013008442217802505
2015-06-15,2618,3028,4.178683160539128,0.006445582941013569
2015-06-16,4761,4889,5.084252634057917,0.009475016813704157
2015-06-17,4510,5270,3.725497504902431,0.009467355225231198
2015-06-18,3342,3867,3.529624582805054,0.007609228212939097
2015-06-19,6514,6818,10.924656453677578,0.013116667326027613
2015-06-20,4994,15399,66.45648530125935,0.019816211029678486
2015-06-21,9930,10784,31.609904419795285,0.018316539917204555
2015-06-22,5741,6535,4.931091937347821,0.013421292083712465
2015-06-23,7461,4184,2.3554413832806276,0.010266883951458862
2015-06-24,2494,6610,11.789869869535465,0.009779147050678482
2015-06-25,3352,3890,5.20778140513309,0.007304070894489061
2015-06-26,580,9887,52.54367376154977,0.01074659932131092
2015-06-27,8569,1287,4.187592131478799,0.010761869595987569
2015-06-28,318,427,1.015624304281166,0.0008859246951188241
2015-06-29,1008,9389,36.52051075844473,0.011540677678419882
2015-06-30,1641,2871,12.899956437790099,0.0043933219923250385
2015-07-01,2118,16358,64.6309345700083,0.01991743976737746
2015-07-02,2239,9679,35.81389886316802,0.012064850864189486
2015-07-03,2666,11647,41.93846466463681,0.012015285273317978
2015-07-04,2046,14685,72.1452394884741,0.014409962614234283
2015-07-05,192,13781,87.83927444065975,0.015533852654523363
2015-07-06,1615,8552,34.43717674152089,0.010436601263965414
2015-07-07,2554,2846,4.563586095264688,0.005772292993630573
2015-07-08,892,7261,15.754478808628402,0.008483128152194893
2015-07-09,721,5229,9.903062653307375,0.006172217886424478
2015-07-10,379,10069,51.53932611725906,0.01072696611101237
2015-07-11,1015,13053,66.72343702605076,0.01364863230894645
2015-07-12,695,10713,64.35158406510597,0.012467416579850808
2015-07-13,7315,6768,1.2993619598973836,0.015656685218105967
2015-07-14,1776,2118,0.46255269767505197,0.0038379107317014433
2015-07-15,7852,7717,0.47042199498387505,0.017040084749860435
2015-07-16,8481,9427,0.6495359376419325,0.018163454803134214
2015-07-17,2347,1918,0.5072748135819932,0.004404680983191091
2015-07-18,23889,23354,0.40014283020419217,0.04948788634055873
2015-07-19,15934,15297,0.4460246774106196,0.03319557761540592
2015-07-20,9271,9422,0.534287468928844,0.019841083867669303
2015-07-21,7921,8688,0.9402276325719565,0.017353331151448017
2015-07-22,9770,10504,0.44802398947045513,0.021197855038896304
2015-07-23,9896,10331,0.46290992654117197,0.02147498029525169
2015-07-24,10246,10815,0.4890524297735818,0.022363291651577445
2015-07-25,13836,14306,0.4592933634906959,0.031355803503631374
2015-07-26,17287,18040,0.44453293662730564,0.03814624584602603
2015-07-27,9459,10379,0.9467375571779956,0.01983572738692963
2015-07-28,9257,10721,1.3418764393388347,0.01812991007010742
2015-07-29,9036,10794,2.3317534904510793,0.01799508810797417
2015-07-30,11607,12097,0.89232788385788,0.022107748845494622
2015-07-31,10616,11871,0.9773737345653618,0.020969148323066903
2015-08-01,16324,16496,1.7498895101636618,0.02869309318572996
2015-08-02,19977,19942,0.9061597094751189,0.03678020862180375
2015-08-03,17762,18080,0.9540098983669507,0.035379989713969225
2015-08-04,5618,6674,1.670839501664843,0.011588449296859293
2015-08-05,11680,12771,1.4911306741623274,0.022501615434321054
2015-08-06,10566,11267,1.7159288095113288,0.019309765744271422
2015-08-07,11343,12617,1.8940643957988175,0.02204837071909905
2015-08-08,15465,15366,1.30645793203596,0.0355060924951537
2015-08-09,20055,19605,0.7743190674148328,0.04351452572167056
2015-08-10,3306,3907,1.366799909882545,0.007168113533928135
2015-08-11,5617,7887,2.400459751152132,0.012564835674777518
2015-08-12,10466,10758,1.1524365353564143,0.019522754546293732
2015-08-13,10843,12001,0.9568297152085518,0.020207130633605297
2015-08-14,3025,4784,1.6186848160186085,0.007439651989291978
2015-08-15,18982,19155,1.469336323430509,0.03212997548142194
2015-08-16,21155,21519,1.9888074075354358,0.035526487005902316
2015-08-17,10558,10870,0.8680069435976604,0.020825451183980093
2015-08-18,3700,4289,1.2783866784860929,0.00783221901333228
2015-08-19,10791,11000,0.9709338710800612,0.020046155266315886
2015-08-20,2618,4855,2.5195243915049317,0.0075392591265251606
2015-08-21,10123,13105,1.727362441107931,0.020286992277464427
2015-08-22,20316,19678,0.8962139928214213,0.0325060680600127
2015-08-23,17363,17198,0.4027279869393966,0.03226533789397262
2015-08-24,8368,9149,1.3957973628249531,0.01830580801087586
2015-08-25,6757,6962,1.0133168825176666,0.012765985315140674
2015-08-26,5442,5889,1.283385468988111,0.010826294655220161
2015-08-27,7267,9479,1.6649808927544787,0.015597985135509368
2015-08-28,10791,11483,1.2361169696206455,0.01995795674831953
2015-08-29,12996,12690,1.2549975971422493,0.022441099453498276
2015-08-30,12902,12840,1.1950633914374393,0.022490175939201246
2015-08-31,8511,8790,1.4190216149932384,0.01633896427582387
2015-09-01,8943,8915,1.1243958226293307,0.015781550674932008
2015-09-02,7473,10550,0.9814477718467242,0.016348984827063505
2015-09-03,6912,7652,1.2334708061351705,0.013197976941800638
2015-09-04,9917,10966,1.2207334617416614,0.01800315009692606
2015-09-05,16295,16276,1.0876414057874326,0.034097202990861254
2015-09-06,19636,19607,1.381194651295928,0.03347282480486579
2015-09-07,17618,17210,0.7732914198191679,0.030071309886458047
2015-09-08,1319,1514,0.5210655346045957,0.00294825639605479
2015-09-09,1277,1483,0.47181124484243825,0.002825961078522696
2015-09-10,3349,4217,0.6742152315188378,0.007633945297864368
2015-09-11,1830,1937,0.4787756390111474,0.0038233093739279238
2015-09-12,1716,1841,0.5361973494869656,0.003719404384040219
2015-09-13,1558,1769,0.5311835827686625,0.003706797535762765
2015-09-14,2383,2642,0.42352425106751546,0.005633969065378556
2015-09-15,2734,2895,0.42468469872615044,0.006020016962060371
2015-09-16,3116,3445,0.4981977961062114,0.0066107237688761466
2015-09-17,3328,3501,0.48865400755822996,0.006987356212567734
2015-09-18,3864,3936,0.5277369634721308,0.0077570948671330355
2015-09-19,1986,1995,0.6775652594212391,0.00410676971878855
2015-09-20,8272,7907,0.5087514144821398,0.015274864094869937
2015-09-21,1571,1628,0.3990584640899324,0.0034462598849195358
2015-09-22,1984,2062,0.5056576261113261,0.004240248812389494
2015-09-23,2565,2758,0.45457481587605775,0.0058747465182551525
2015-09-24,2430,2676,0.5588594645979633,0.0058224868457491
2015-09-25,2449,2683,0.720597766171878,0.005080089420811611
2015-09-26,7325,7565,0.8891611112988724,0.014657593860030857
2015-09-27,7483,7274,0.5596963622399401,0.014737577209733543
2015-09-28,765,829,0.4589182144877255,0.0019372624052768057
2015-09-29,400,496,0.7065934487531947,0.0010190596957639182
2015-09-30,1523,1610,0.5624529942866223,0.0034866142161246827
2015-10-01,1660,1713,0.40842200572442,0.0036374745596567805
2015-10-02,1170,1198,0.38932985588387503,0.0025750171965589017
2015-10-03,1194,1151,0.3581887545356948,0.0026366195882950244
2015-10-04,1646,1687,0.4464330685260334,0.003909271478910226
2015-10-05,728,675,0.3291707444061481,0.0016348681173995636
2015-10-06,1098,1036,0.39059337749701417,0.002352783616545074
2015-10-07,1563,1585,0.3521797042772251,0.00344601173832644
2015-10-08,1345,1179,0.35001604422494725,0.002843164405058617
2015-10-09,856,912,0.37583253047062126,0.0019708298716883594
2015-10-10,3292,3387,0.5333272101277382,0.00738893702932795
2015-10-11,5489,5500,0.5069687082024973,0.012402903695901867
2015-10-12,5276,5305,0.42956547181441684,0.012346924885824388
2015-10-13,737,693,0.3328386073753303,0.0017308224868457492
2015-10-14,652,650,0.48731366309757185,0.0015404320132927168
